Code,JH_Recovered|2020-01-22,JH_Recovered|2020-01-23,JH_Recovered|2020-01-24,JH_Recovered|2020-01-25,JH_Recovered|2020-01-26,JH_Recovered|2020-01-27,JH_Recovered|2020-01-28,JH_Recovered|2020-01-29,JH_Recovered|2020-01-30,JH_Recovered|2020-01-31,JH_Recovered|2020-02-01,JH_Recovered|2020-02-02,JH_Recovered|2020-02-03,JH_Recovered|2020-02-04,JH_Recovered|2020-02-05,JH_Recovered|2020-02-06,JH_Recovered|2020-02-07,JH_Recovered|2020-02-08,JH_Recovered|2020-02-09,JH_Recovered|2020-02-10,JH_Recovered|2020-02-11,JH_Recovered|2020-02-12,JH_Recovered|2020-02-13,JH_Recovered|2020-02-14,JH_Recovered|2020-02-15,JH_Recovered|2020-02-16,JH_Recovered|2020-02-17,JH_Recovered|2020-02-18,JH_Recovered|2020-02-19,JH_Recovered|2020-02-20,JH_Recovered|2020-02-21,JH_Recovered|2020-02-22,JH_Recovered|2020-02-23,JH_Recovered|2020-02-24,JH_Recovered|2020-02-25,JH_Recovered|2020-02-26,JH_Recovered|2020-02-27,JH_Recovered|2020-02-28,JH_Recovered|2020-02-29,JH_Recovered|2020-03-01,JH_Recovered|2020-03-02,JH_Recovered|2020-03-03,JH_Recovered|2020-03-04,JH_Recovered|2020-03-05,JH_Recovered|2020-03-06,JH_Recovered|2020-03-07,JH_Recovered|2020-03-08,JH_Recovered|2020-03-09,JH_Recovered|2020-03-10,JH_Recovered|2020-03-11,JH_Recovered|2020-03-12,JH_Recovered|2020-03-13,JH_Recovered|2020-03-14,JH_Recovered|2020-03-15,JH_Recovered|2020-03-16,JH_Recovered|2020-03-17,JH_Recovered|2020-03-18,JH_Recovered|2020-03-19,JH_Recovered|2020-03-20,JH_Recovered|2020-03-21,JH_Recovered|2020-03-22,JH_Recovered|2020-03-23,JH_Recovered|2020-03-24,JH_Recovered|2020-03-25,JH_Recovered|2020-03-26,JH_Recovered|2020-03-27,JH_Recovered|2020-03-28,JH_Confirmed|2020-01-22,JH_Confirmed|2020-01-23,JH_Confirmed|2020-01-24,JH_Confirmed|2020-01-25,JH_Confirmed|2020-01-26,JH_Confirmed|2020-01-27,JH_Confirmed|2020-01-28,JH_Confirmed|2020-01-29,JH_Confirmed|2020-01-30,JH_Confirmed|2020-01-31,JH_Confirmed|2020-02-01,JH_Confirmed|2020-02-02,JH_Confirmed|2020-02-03,JH_Confirmed|2020-02-04,JH_Confirmed|2020-02-05,JH_Confirmed|2020-02-06,JH_Confirmed|2020-02-07,JH_Confirmed|2020-02-08,JH_Confirmed|2020-02-09,JH_Confirmed|2020-02-10,JH_Confirmed|2020-02-11,JH_Confirmed|2020-02-12,JH_Confirmed|2020-02-13,JH_Confirmed|2020-02-14,JH_Confirmed|2020-02-15,JH_Confirmed|2020-02-16,JH_Confirmed|2020-02-17,JH_Confirmed|2020-02-18,JH_Confirmed|2020-02-19,JH_Confirmed|2020-02-20,JH_Confirmed|2020-02-21,JH_Confirmed|2020-02-22,JH_Confirmed|2020-02-23,JH_Confirmed|2020-02-24,JH_Confirmed|2020-02-25,JH_Confirmed|2020-02-26,JH_Confirmed|2020-02-27,JH_Confirmed|2020-02-28,JH_Confirmed|2020-02-29,JH_Confirmed|2020-03-01,JH_Confirmed|2020-03-02,JH_Confirmed|2020-03-03,JH_Confirmed|2020-03-04,JH_Confirmed|2020-03-05,JH_Confirmed|2020-03-06,JH_Confirmed|2020-03-07,JH_Confirmed|2020-03-08,JH_Confirmed|2020-03-09,JH_Confirmed|2020-03-10,JH_Confirmed|2020-03-11,JH_Confirmed|2020-03-12,JH_Confirmed|2020-03-13,JH_Confirmed|2020-03-14,JH_Confirmed|2020-03-15,JH_Confirmed|2020-03-16,JH_Confirmed|2020-03-17,JH_Confirmed|2020-03-18,JH_Confirmed|2020-03-19,JH_Confirmed|2020-03-20,JH_Confirmed|2020-03-21,JH_Confirmed|2020-03-22,JH_Confirmed|2020-03-23,JH_Confirmed|2020-03-24,JH_Confirmed|2020-03-25,JH_Confirmed|2020-03-26,JH_Confirmed|2020-03-27,JH_Confirmed|2020-03-28,JH_Deaths|2020-01-22,JH_Deaths|2020-01-23,JH_Deaths|2020-01-24,JH_Deaths|2020-01-25,JH_Deaths|2020-01-26,JH_Deaths|2020-01-27,JH_Deaths|2020-01-28,JH_Deaths|2020-01-29,JH_Deaths|2020-01-30,JH_Deaths|2020-01-31,JH_Deaths|2020-02-01,JH_Deaths|2020-02-02,JH_Deaths|2020-02-03,JH_Deaths|2020-02-04,JH_Deaths|2020-02-05,JH_Deaths|2020-02-06,JH_Deaths|2020-02-07,JH_Deaths|2020-02-08,JH_Deaths|2020-02-09,JH_Deaths|2020-02-10,JH_Deaths|2020-02-11,JH_Deaths|2020-02-12,JH_Deaths|2020-02-13,JH_Deaths|2020-02-14,JH_Deaths|2020-02-15,JH_Deaths|2020-02-16,JH_Deaths|2020-02-17,JH_Deaths|2020-02-18,JH_Deaths|2020-02-19,JH_Deaths|2020-02-20,JH_Deaths|2020-02-21,JH_Deaths|2020-02-22,JH_Deaths|2020-02-23,JH_Deaths|2020-02-24,JH_Deaths|2020-02-25,JH_Deaths|2020-02-26,JH_Deaths|2020-02-27,JH_Deaths|2020-02-28,JH_Deaths|2020-02-29,JH_Deaths|2020-03-01,JH_Deaths|2020-03-02,JH_Deaths|2020-03-03,JH_Deaths|2020-03-04,JH_Deaths|2020-03-05,JH_Deaths|2020-03-06,JH_Deaths|2020-03-07,JH_Deaths|2020-03-08,JH_Deaths|2020-03-09,JH_Deaths|2020-03-10,JH_Deaths|2020-03-11,JH_Deaths|2020-03-12,JH_Deaths|2020-03-13,JH_Deaths|2020-03-14,JH_Deaths|2020-03-15,JH_Deaths|2020-03-16,JH_Deaths|2020-03-17,JH_Deaths|2020-03-18,JH_Deaths|2020-03-19,JH_Deaths|2020-03-20,JH_Deaths|2020-03-21,JH_Deaths|2020-03-22,JH_Deaths|2020-03-23,JH_Deaths|2020-03-24,JH_Deaths|2020-03-25,JH_Deaths|2020-03-26,JH_Deaths|2020-03-27,JH_Deaths|2020-03-28,JH_Active|2020-02-15,JH_Active|2020-02-23,JH_Active|2020-02-04,JH_Active|2020-01-30,JH_Active|2020-02-06,JH_Active|2020-02-01,JH_Active|2020-02-17,JH_Active|2020-03-07,JH_Active|2020-01-29,JH_Active|2020-02-29,JH_Active|2020-03-13,JH_Active|2020-02-21,JH_Active|2020-01-23,JH_Active|2020-02-03,JH_Active|2020-02-20,JH_Active|2020-02-26,JH_Active|2020-03-28,JH_Active|2020-03-25,JH_Active|2020-02-05,JH_Active|2020-02-11,JH_Active|2020-01-27,JH_Active|2020-01-24,JH_Active|2020-02-13,JH_Active|2020-03-14,JH_Active|2020-02-07,JH_Active|2020-03-01,JH_Active|2020-02-12,JH_Active|2020-02-14,JH_Active|2020-02-18,JH_Active|2020-03-03,JH_Active|2020-03-11,JH_Active|2020-03-15,JH_Active|2020-01-22,JH_Active|2020-02-08,JH_Active|2020-02-16,JH_Active|2020-03-02,JH_Active|2020-03-27,JH_Active|2020-01-28,JH_Active|2020-02-19,JH_Active|2020-03-08,JH_Active|2020-03-10,JH_Active|2020-02-25,JH_Active|2020-01-25,JH_Active|2020-03-19,JH_Active|2020-01-26,JH_Active|2020-01-31,JH_Active|2020-02-24,JH_Active|2020-03-09,JH_Active|2020-03-16,JH_Active|2020-03-17,JH_Active|2020-03-22,JH_Active|2020-02-02,JH_Active|2020-03-05,JH_Active|2020-02-28,JH_Active|2020-02-09,JH_Active|2020-03-26,JH_Active|2020-03-12,JH_Active|2020-03-20,JH_Active|2020-03-21,JH_Active|2020-02-22,JH_Active|2020-02-27,JH_Active|2020-03-23,JH_Active|2020-03-24,JH_Active|2020-02-10,JH_Active|2020-03-04,JH_Active|2020-03-18,JH_Active|2020-03-06
CN-NX,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,15,13,13,22,24,24,24,33,33,35,42,42,44,48,48,56,58,61,65,68,68,69,69,69,69,69,69,71,71,71,71,71,72,72,72,73,73,75,75,75,75,75,75,75,75,75,75,75,75,75,1.0,1.0,2.0,3.0,4.0,7.0,11.0,12.0,17.0,21.0,26.0,28.0,31.0,34.0,34.0,40.0,43.0,45.0,45.0,49.0,53.0,58.0,64.0,67.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,72.0,72.0,73.0,73.0,74.0,74.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,15.0,33.0,17.0,39.0,26.0,35.0,4.0,12.0,4.0,3.0,23.0,1.0,30.0,27.0,6.0,0.0,0.0,33.0,31.0,7.0,2.0,40.0,2.0,38.0,4.0,34.0,43.0,28.0,5.0,3.0,2.0,1.0,30.0,37.0,5.0,0.0,11.0,29.0,4.0,4.0,10.0,3.0,0.0,4.0,21.0,13.0,4.0,0.0,0.0,0.0,28.0,6.0,4.0,32.0,0.0,3.0,0.0,0.0,23.0,4.0,0.0,0.0,36.0,6.0,0.0,4.0
CN-QH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,5,9,11,11,13,13,13,15,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0.0,0.0,0.0,1.0,1.0,6.0,6.0,6.0,8.0,8.0,9.0,11.0,13.0,15.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,8.0,15.0,9.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,14.0,13.0,6.0,0.0,7.0,0.0,15.0,0.0,9.0,7.0,3.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
CN-SN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,17,20,25,30,32,43,46,54,60,71,79,89,102,118,134,149,163,173,186,192,195,199,207,208,216,216,223,224,226,226,227,227,227,232,232,232,232,232,233,236,237,237,237,239,239,239,240,240,242,242,242,0.0,3.0,5.0,15.0,22.0,35.0,46.0,56.0,63.0,87.0,101.0,116.0,128.0,142.0,165.0,173.0,184.0,195.0,208.0,213.0,219.0,225.0,229.0,230.0,232.0,236.0,240.0,240.0,242.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,246.0,246.0,246.0,247.0,248.0,248.0,248.0,249.0,250.0,253.0,253.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,172.0,81.0,140.0,63.0,164.0,101.0,161.0,18.0,56.0,37.0,11.0,110.0,3.0,128.0,126.0,52.0,8.0,7.0,159.0,187.0,35.0,5.0,183.0,11.0,167.0,36.0,182.0,176.0,151.0,28.0,12.0,11.0,0.0,175.0,165.0,28.0,8.0,46.0,140.0,17.0,17.0,58.0,15.0,6.0,22.0,87.0,71.0,17.0,10.0,7.0,6.0,116.0,20.0,45.0,183.0,8.0,11.0,7.0,6.0,95.0,49.0,6.0,6.0,183.0,21.0,6.0,18.0
CN-SD,0,0,0,0,0,0,0,1,1,2,3,6,7,11,15,27,37,44,63,66,80,92,105,136,156,173,191,211,231,254,281,302,321,343,355,377,387,405,421,443,460,511,516,578,618,627,642,700,719,726,734,739,741,741,746,746,746,747,748,749,750,751,752,752,752,752,752,2.0,6.0,15.0,27.0,46.0,75.0,95.0,130.0,158.0,184.0,206.0,230.0,259.0,275.0,307.0,347.0,386.0,416.0,444.0,466.0,487.0,497.0,509.0,523.0,532.0,537.0,541.0,543.0,544.0,546.0,749.0,750.0,754.0,755.0,756.0,756.0,756.0,756.0,756.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,760.0,760.0,760.0,760.0,760.0,760.0,761.0,761.0,761.0,762.0,764.0,767.0,768.0,768.0,769.0,771.0,772.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,374.0,429.0,264.0,157.0,320.0,203.0,348.0,125.0,129.0,329.0,14.0,464.0,6.0,252.0,288.0,373.0,13.0,10.0,292.0,406.0,75.0,15.0,402.0,12.0,349.0,309.0,403.0,385.0,329.0,241.0,28.0,12.0,2.0,372.0,362.0,292.0,13.0,95.0,310.0,110.0,33.0,395.0,27.0,7.0,46.0,182.0,407.0,52.0,7.0,8.0,10.0,224.0,174.0,345.0,380.0,12.0,20.0,7.0,8.0,444.0,363.0,10.0,9.0,399.0,236.0,8.0,134.0
CN-SH,0,0,1,1,1,3,4,5,5,9,10,10,10,12,15,25,30,41,44,48,52,57,62,90,124,140,161,177,186,199,211,227,249,261,268,272,276,279,287,290,292,294,298,303,306,313,314,315,319,320,321,324,324,324,325,325,326,326,326,327,328,329,330,330,331,334,334,9.0,16.0,20.0,33.0,40.0,53.0,66.0,96.0,112.0,135.0,169.0,182.0,203.0,219.0,243.0,257.0,277.0,286.0,293.0,299.0,303.0,311.0,315.0,318.0,326.0,328.0,333.0,333.0,333.0,334.0,334.0,335.0,335.0,335.0,336.0,337.0,337.0,337.0,337.0,337.0,337.0,338.0,338.0,339.0,342.0,342.0,342.0,342.0,344.0,344.0,344.0,346.0,353.0,353.0,355.0,358.0,361.0,363.0,371.0,380.0,404.0,404.0,414.0,433.0,451.0,468.0,485.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,201.0,83.0,206.0,106.0,231.0,158.0,171.0,26.0,90.0,47.0,19.0,121.0,16.0,192.0,133.0,62.0,146.0,98.0,227.0,250.0,49.0,19.0,252.0,26.0,246.0,44.0,253.0,227.0,155.0,41.0,21.0,26.0,9.0,244.0,187.0,42.0,129.0,61.0,145.0,25.0,22.0,65.0,32.0,34.0,38.0,125.0,71.0,24.0,27.0,30.0,72.0,171.0,33.0,55.0,248.0,115.0,20.0,42.0,50.0,105.0,58.0,71.0,80.0,250.0,37.0,32.0,33.0
CN-SX,0,0,0,0,0,0,0,1,1,1,1,3,2,4,5,12,15,21,25,25,30,33,36,38,46,50,53,61,68,76,78,81,88,94,98,104,107,112,114,116,119,124,124,126,126,126,126,127,131,131,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1.0,1.0,1.0,6.0,9.0,13.0,27.0,27.0,35.0,39.0,47.0,66.0,74.0,81.0,81.0,96.0,104.0,115.0,119.0,119.0,124.0,126.0,126.0,127.0,128.0,129.0,130.0,131.0,131.0,132.0,132.0,132.0,132.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,134.0,134.0,134.0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,44.0,77.0,34.0,84.0,46.0,77.0,7.0,26.0,19.0,0.0,54.0,1.0,72.0,56.0,29.0,2.0,1.0,76.0,94.0,13.0,1.0,90.0,0.0,89.0,17.0,93.0,89.0,70.0,9.0,2.0,0.0,1.0,94.0,79.0,14.0,2.0,27.0,63.0,7.0,2.0,35.0,6.0,0.0,9.0,38.0,39.0,6.0,0.0,0.0,0.0,63.0,7.0,21.0,94.0,2.0,1.0,0.0,0.0,51.0,26.0,1.0,1.0,94.0,9.0,0.0,7.0
CN-SC,0,0,0,0,0,0,0,1,1,1,3,11,14,14,24,31,42,60,71,80,85,92,104,114,119,131,156,169,188,217,231,250,261,276,289,307,321,338,351,365,386,394,406,425,442,454,464,466,478,488,498,503,511,516,516,520,525,536,536,536,536,536,536,536,536,536,536,5.0,8.0,15.0,28.0,44.0,69.0,90.0,108.0,142.0,177.0,207.0,231.0,254.0,282.0,301.0,321.0,344.0,364.0,386.0,405.0,417.0,436.0,451.0,463.0,470.0,481.0,495.0,508.0,514.0,520.0,525.0,526.0,526.0,527.0,529.0,531.0,534.0,538.0,538.0,538.0,538.0,538.0,538.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,539.0,540.0,540.0,540.0,541.0,542.0,543.0,543.0,545.0,547.0,547.0,548.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,350.0,262.0,267.0,140.0,289.0,203.0,336.0,82.0,106.0,184.0,33.0,291.0,8.0,239.0,300.0,221.0,9.0,8.0,276.0,331.0,69.0,15.0,346.0,25.0,301.0,170.0,343.0,348.0,336.0,141.0,48.0,20.0,5.0,303.0,347.0,149.0,9.0,90.0,323.0,72.0,58.0,237.0,28.0,1.0,44.0,175.0,248.0,70.0,20.0,17.0,4.0,219.0,111.0,197.0,314.0,8.0,38.0,2.0,3.0,273.0,210.0,4.0,6.0,324.0,129.0,12.0,94.0
CN-TJ,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,4,4,8,10,11,21,31,37,45,46,48,54,59,62,65,81,87,91,96,102,102,109,111,111,124,124,128,128,128,128,130,131,131,132,132,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,4.0,4.0,8.0,10.0,14.0,23.0,24.0,27.0,31.0,32.0,41.0,48.0,60.0,67.0,69.0,79.0,81.0,88.0,91.0,95.0,106.0,112.0,119.0,120.0,122.0,124.0,125.0,128.0,130.0,131.0,132.0,135.0,135.0,135.0,135.0,135.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,137.0,137.0,137.0,137.0,141.0,145.0,145.0,151.0,155.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,82.0,51.0,65.0,31.0,76.0,41.0,76.0,5.0,27.0,24.0,1.0,67.0,4.0,59.0,69.0,36.0,25.0,9.0,66.0,94.0,23.0,8.0,95.0,1.0,78.0,22.0,99.0,86.0,77.0,9.0,2.0,0.0,4.0,83.0,76.0,22.0,19.0,24.0,73.0,5.0,2.0,41.0,10.0,1.0,14.0,32.0,45.0,3.0,0.0,0.0,1.0,47.0,5.0,31.0,86.0,15.0,1.0,1.0,1.0,67.0,31.0,5.0,9.0,86.0,9.0,0.0,5.0
CN-XZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CN-XJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,10,12,12,12,20,22,24,25,28,30,30,34,43,52,62,64,66,68,69,70,71,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0.0,2.0,2.0,3.0,4.0,5.0,10.0,13.0,14.0,17.0,18.0,21.0,24.0,29.0,32.0,36.0,39.0,42.0,45.0,49.0,55.0,59.0,63.0,65.0,70.0,71.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,59.0,46.0,29.0,14.0,36.0,18.0,62.0,1.0,13.0,11.0,0.0,51.0,2.0,24.0,53.0,40.0,0.0,0.0,32.0,52.0,5.0,2.0,56.0,0.0,39.0,9.0,56.0,58.0,63.0,5.0,0.0,0.0,0.0,42.0,58.0,7.0,0.0,10.0,55.0,0.0,0.0,44.0,3.0,0.0,4.0,17.0,44.0,0.0,0.0,0.0,0.0,21.0,3.0,21.0,45.0,0.0,0.0,0.0,0.0,49.0,31.0,0.0,0.0,49.0,4.0,0.0,2.0
